index,tweet_id,sentiment
250,1336270000000000000,1
251,1293570000000000000,1
252,1340000000000000000,2
253,1273720396903259904,0
254,1339540000000000000,0
255,1320000000000000000,1
256,1349710000000000000,1
257,1293210000000000000,0
258,1350498340610459904,1
259,1242430000000000000,0
260,1336289355166579968,1
261,1319840000000000000,1
262,1345360000000000000,1
263,1326108161506390016,1
264,1341910000000000000,1
265,1269283655525890048,1
266,1356620000000000000,1
267,1250000000000000000,1
268,1253250955933519872,0
269,1262921022048800000,1
270,1331161267227140096,2
271,1277960180672719872,1
272,1348614726150990080,1
273,1354950000000000000,1
274,1299110000000000000,0
275,1329610000000000000,2
276,1282139878226970112,0
277,1340000000000000000,1
278,1303740000000000000,0
279,1263100000000000000,1
280,1293123507480600064,2
281,1340700000000000000,1
282,1303386947663130112,2
283,1289550000000000000,1
284,1340000000000000000,2
285,1307131911270210048,1
286,1354700000000000000,1
287,1292830000000000000,2
288,1241728879380910080,2
289,1269740000000000000,2
290,1341412671317550080,1
291,1238549575452979968,2
292,1356316229322080000,2
293,1325860000000000000,1
294,1293250000000000000,1
295,1336670000000000000,1
296,1340000000000000000,2
297,1319460000000000000,2
298,1305980000000000000,1
299,1316460000000000000,2
300,1272279888930540032,2
301,1260000000000000000,2
302,1339541129503640064,2
303,1354561465324169984,1
304,1281040000000000000,0
305,1264190000000000000,1
306,1337490000000000000,0
307,1307950000000000000,1
308,1354500000000000000,1
309,1338500000000000000,0
310,1270840000000000000,1
311,1352330000000000000,1
312,1274840000000000000,0
313,1330000000000000000,0
314,1289820000000000000,0
315,1303507686458350080,0
316,1345622493185370112,1
317,1354230000000000000,1
318,1270000000000000000,0
319,1304430000000000000,1
320,1328695077552730112,2
321,1318419986201890048,1
322,1338147635815960064,2
323,1340090000000000000,1
324,1290000000000000000,1
325,1338920000000000000,0
326,1326950000000000000,1
327,1337480000000000000,2
328,1336230000000000000,1
329,1326055799723089920,1
330,1334490000000000000,1
331,1331274518313240064,1
332,1340000000000000000,0
333,1348588720954500096,1
334,1325930000000000000,1
335,1285530000000000000,1
336,1352620000000000000,2
337,1340420000000000000,0
338,1301920000000000000,1
339,1280420000000000000,0
340,1340000000000000000,1
341,1280000000000000000,1
342,1350160000000000000,1
343,1341130000000000000,2
344,1325880000000000000,1
345,1350000000000000000,1
346,1350000000000000000,0
347,1328788015062380032,1
348,1282100000000000000,1
349,1258643454080489984,1
350,1353300000000000000,2
351,1261220000000000000,1
352,1348859393677420032,2
353,1335152892383119872,2
354,1354159326001250048,1
355,1330000000000000000,1
356,1330000000000000000,0
357,1300000000000000000,0
358,1345130000000000000,1
359,1335021074367569920,1
360,1336000000000000000,0
361,1340000000000000000,2
362,1339990000000000000,1
363,1257940000000000000,2
364,1315484209142589952,2
365,1272827811351450112,2
366,1300000000000000000,1
367,1326940000000000000,1
368,1289967143275000064,0
369,1308583388383719936,1
370,1350000000000000000,1
371,1339510000000000000,1
372,1339385826325779968,1
373,1343484389347490048,2
374,1336635768375229952,2
375,1311570000000000000,2
376,1340000000000000000,2
377,1351760000000000000,1
378,1348206675543600128,1
379,1277670000000000000,1
380,1354717252361230080,1
381,1318390000000000000,1
382,1302690000000000000,2
383,1307029447112039936,1
384,1339080000000000000,0
385,1314852081161829888,1
386,1299242937461570048,1
387,1289087253126320128,2
388,1306640000000000000,1
389,1336320000000000000,1
390,1340000000000000000,0
391,1250000000000000000,1
392,1347660000000000000,1
393,1290000000000000000,2
394,1353820000000000000,0
395,1293674512387429888,1
396,1343910000000000000,2
397,1300000000000000000,1
398,1303350000000000000,2
399,1356440000000000000,1
400,1302407690480740096,1
401,1341150000000000000,1
402,1303620000000000000,2
403,1286270000000000000,1
404,1306980000000000000,1
405,1270000000000000000,1
406,1346650000000000000,0
407,1300000000000000000,2
408,1270000000000000000,2
409,1360000000000000000,1
410,1334390000000000000,2
411,1352025245352389888,2
412,1346564764902820096,1
413,1280576234301329920,2
414,1354200000000000000,2
415,1329815529855610112,1
416,1296030000000000000,1
417,1338330000000000000,2
418,1239500000000000000,1
419,1341770000000000000,2
420,1261040000000000000,2
421,1337820000000000000,1
422,1326787626079300096,1
423,1293110000000000000,1
424,1344508168882109952,1
425,1282510000000000000,1
426,1259385633837060096,1
427,1336323315200219904,2
428,1325860000000000000,1
429,1347740000000000000,2
430,1345440000000000000,1
431,1344200000000000000,1
432,1337166594942889984,2
433,1291184850192329984,1
434,1330400000000000000,1
435,1313590000000000000,1
436,1288070000000000000,1
437,1355276679170589952,1
438,1349797125874469888,2
439,1261510000000000000,1
440,1354324278112440064,1
441,1351545675973080064,2
442,1354490000000000000,0
443,1325959824270479872,2
444,1310000000000000000,1
445,1340000000000000000,1
446,1350000000000000000,2
447,1329800000000000000,1
448,1293541695917890048,0
449,1330000000000000000,2
450,1349020000000000000,2
451,1290000000000000000,1
452,1326650000000000000,2
453,1344900000000000000,2
454,1342160000000000000,2
455,1354284494535190016,1
456,1336690000000000000,1
457,1336335063852539904,0
458,1260000000000000000,2
459,1337960000000000000,1
460,1346190000000000000,0
461,1302365148766589952,1
462,1349194894045110016,1
463,1319181481554660096,0
464,1346390000000000000,2
465,1255748168345499904,2
466,1331900000000000000,2
467,1332009047755790080,2
468,1340760000000000000,2
469,1303460000000000000,0
470,1290000000000000000,1
471,1344270000000000000,2
472,1349810000000000000,2
473,1340000000000000000,1
474,1308390000000000000,1
475,1290030000000000000,1
476,1323730000000000000,2
477,1353137690733129984,2
478,1293310000000000000,0
479,1311395592279670016,0
480,1346802845606180096,1
481,1349850000000000000,0
482,1340000000000000000,1
483,1286150000000000000,0
484,1340000000000000000,2
485,1352210000000000000,0
486,1347980000000000000,2
487,1355180000000000000,0
488,1350000000000000000,2
489,1316717183100100096,0
490,1338503191793730048,1
491,1320000000000000000,0
492,1354614430412080128,1
493,1343510640787239936,1
494,1346960000000000000,1
495,1313470000000000000,0
496,1302290000000000000,1
497,1328338856257629952,2
498,1337610000000000000,1
499,1314169285414060032,1
500,1328729074668359936,0
501,1346280000000000000,1
502,1293120000000000000,2
503,1333410000000000000,0
504,1328120000000000000,1
505,1280000000000000000,1
506,1254180000000000000,2
507,1329166436397430016,1
508,1356015480167759872,0
509,1290000000000000000,1
510,1353010000000000000,1
511,1314536329565349888,2
512,1320000000000000000,0
513,1350000000000000000,0
514,1330000000000000000,1
515,1355160000000000000,1
516,1258143948687610112,0
517,1300000000000000000,0
518,1346820000000000000,2
519,1329050000000000000,1
520,1340000000000000000,2
521,1300000000000000000,0
522,1328308605116950016,0
523,1310000000000000000,0
524,1352070000000000000,2
525,1265479625615869952,1
526,1280000000000000000,0
527,1310000000000000000,0
528,1261430000000000000,1
529,1325850000000000000,1
530,1323700000000000000,1
531,1323677831767849984,1
532,1323710000000000000,1
533,1263268784045019904,1
534,1340980000000000000,2
535,1327682642532199936,0
536,1306530000000000000,1
537,1351090000000000000,0
538,1333130000000000000,2
539,1350000000000000000,0
540,1350130000000000000,2
541,1327120000000000000,1
542,1343710000000000000,1
543,1297310000000000000,1
544,1353200000000000000,1
545,1330000000000000000,0
546,1296263103055709952,1
547,1320000000000000000,2
548,1310000000000000000,1
549,1239841539590889984,1
550,1353786980811869952,2
551,1334270000000000000,1
552,1354615347421309952,2
553,1343570000000000000,0
554,1336474506836189952,1
555,1310000000000000000,1
556,1283988008547440128,1
557,1255130356363089920,1
558,1325790000000000000,1
559,1350040000000000000,1
560,1326240000000000000,1
561,1353085716461459968,1
562,1336150000000000000,0
563,1320000000000000000,1
564,1282384687315350016,1
565,1260000000000000000,0
566,1258257174440140032,1
567,1330000000000000000,2
568,1321572535666970112,0
569,1259926979652000000,2
570,1354815617870640128,1
571,1248730000000000000,2
572,1273280000000000000,1
573,1331130000000000000,1
574,1253920000000000000,2
575,1340000000000000000,2
576,1325795251131450112,1
577,1346910000000000000,2
578,1341400000000000000,1
579,1338916845324290048,1
580,1330000000000000000,1
581,1273870000000000000,1
582,1283200000000000000,2
583,1317160000000000000,0
584,1290190000000000000,0
585,1330878350685070080,0
586,1324033560454569984,1
587,1329820000000000000,0
588,1330000000000000000,1
589,1260000000000000000,1
590,1305843064313969920,0
591,1338650000000000000,1
592,1330000000000000000,1
593,1352320000000000000,2
594,1320000000000000000,1
595,1338660000000000000,1
596,1334460000000000000,1
597,1345710800967620096,1
598,1351539941973570048,2
599,1340000000000000000,0
600,1270099241202060032,2
601,1345980000000000000,2
602,1289057562453710080,1
603,1283884616810670080,2
604,1328447025076179968,2
605,1240000000000000000,2
606,1303770000000000000,0
607,1336559788390550016,2
608,1256660000000000000,2
609,1350000000000000000,1
610,1350000000000000000,1
611,1350000000000000000,0
612,1340893084998119936,2
613,1287880000000000000,2
614,1321110000000000000,1
615,1349074833997440000,1
616,1340070000000000000,1
617,1336160000000000000,0
618,1304891891801110016,0
619,1303516476268310016,2
620,1330000000000000000,2
621,1347154835825520128,0
622,1305840000000000000,1
623,1272201941733370112,1
624,1329890000000000000,1
625,1320460000000000000,2
626,1337620000000000000,2
627,1270319205175320064,2
628,1337352187408689920,0
629,1340000000000000000,1
630,1262900927750530048,0
631,1342550000000000000,2
632,1328660000000000000,1
633,1338272681339190016,1
634,1275163578128110080,1
635,1261202242650190080,2
636,1318886263764800000,0
637,1341920000000000000,0
638,1351093674004900096,2
639,1350150000000000000,1
640,1338560000000000000,1
641,1296130000000000000,1
642,1350350000000000000,1
643,1340000000000000000,1
644,1338860000000000000,1
645,1350000000000000000,2
646,1319201338421440000,2
647,1249890000000000000,1
648,1327612702240499968,2
649,1350000000000000000,2
650,1310000000000000000,1
651,1327380000000000000,2
652,1339618632020709888,2
653,1252915048282050048,1
654,1360000000000000000,0
655,1280157378483190016,1
656,1260000000000000000,1
657,1354330000000000000,1
658,1353760000000000000,1
659,1280000000000000000,1
660,1343520000000000000,2
661,1344420000000000000,1
662,1350000000000000000,2
663,1356620000000000000,1
664,1285113153240679936,2
665,1241350000000000000,1
666,1356520000000000000,2
667,1334250000000000000,2
668,1285310000000000000,2
669,1330000000000000000,1
670,1287709592516989952,1
671,1350000000000000000,2
672,1346490000000000000,2
673,1302280000000000000,1
674,1266266282929740032,1
675,1335260411290139904,2
676,1350000000000000000,1
677,1310000000000000000,0
678,1328350687449799936,1
679,1350000000000000000,1
680,1336034008032009984,2
681,1275514141327920128,1
682,1330000000000000000,2
683,1265113397030289920,1
684,1318850000000000000,0
685,1341490000000000000,2
686,1338720000000000000,1
687,1354043178140229888,0
688,1339319390681039872,2
689,1350350000000000000,2
690,1319680000000000000,2
691,1340000000000000000,1
692,1280000000000000000,1
693,1348610000000000000,2
694,1260000000000000000,2
695,1305980785107800064,2
696,1340000000000000000,1
697,1310000000000000000,1
698,1273049721028969984,1
699,1286415476101469952,1
700,1300025065531160064,2
701,1283676306522220032,1
702,1262860000000000000,0
703,1334988273135980032,0
704,1338620000000000000,0
705,1339400000000000000,2
706,1339590000000000000,0
707,1340000000000000000,2
708,1257504814365319936,2
709,1349630000000000000,2
710,1254344146615040000,1
711,1348050000000000000,2
712,1285650000000000000,1
713,1254620000000000000,1
714,1277360000000000000,0
715,1350000000000000000,0
716,1310000000000000000,1
717,1300000000000000000,1
718,1340710902128110080,1
719,1344986176185220096,1
720,1310000000000000000,1
721,1354774527293710080,1
722,1336325418555589888,2
723,1345482476630789888,1
724,1339710000000000000,2
725,1334582416975990016,0
726,1287775844924969984,1
727,1323860000000000000,1
728,1350000000000000000,1
729,1339814198931569920,1
730,1335060000000000000,2
731,1270000000000000000,1
732,1349080000000000000,1
733,1250063427663470080,1
734,1354660442782710016,1
735,1345410000000000000,2
736,1249907362640440064,1
737,1259284756044280064,0
738,1335170000000000000,0
739,1280840000000000000,2
740,1329757522220160000,1
741,1360000000000000000,2
742,1298235484716649984,1
743,1314510000000000000,1
744,1310000000000000000,0
745,1340990000000000000,1
746,1239275173699820032,1
747,1324660000000000000,0
748,1260290000000000000,0
749,1336432353699360000,1
750,1350330000000000000,1
751,1340900000000000000,2
752,1345803720525799936,2
753,1338110000000000000,1
754,1283085425226249984,1
755,1350000000000000000,2
756,1310000000000000000,1
757,1308470000000000000,0
758,1276040000000000000,0
759,1332360000000000000,1
760,1283125137936709888,2
761,1350000000000000000,2
762,1330000000000000000,1
763,1336680000000000000,1
764,1257385465658949888,1
765,1303100000000000000,0
766,1353100000000000000,2
767,1323876740356260096,1
768,1294660338877639936,0
769,1352332799785779968,2
770,1246415016305120000,0
771,1252455533509939968,1
772,1318147978012539904,1
773,1325916075834269952,2
774,1326470000000000000,2
775,1350000000000000000,2
776,1330000000000000000,0
777,1342220000000000000,1
778,1332233876945639936,2
779,1318980000000000000,1
780,1263730000000000000,1
781,1316621058657710080,0
782,1260000000000000000,2
783,1350558118149839872,1
784,1315668041351529984,2
785,1350000000000000000,2
786,1287360000000000000,1
787,1328442812141090048,1
788,1350000000000000000,2
789,1341060000000000000,0
790,1353752500713760000,1
791,1250000000000000000,1
792,1345299971340460032,1
793,1330000000000000000,2
794,1354726382530670080,2
795,1334708900910690048,1
796,1279728965893019904,0
797,1236960000000000000,1
798,1340700000000000000,1
799,1244209546811320064,2
800,1250000000000000000,1
801,1294330000000000000,1
802,1250070000000000000,2
803,1345550000000000000,0
804,1337380000000000000,1
805,1343897693098139904,2
806,1353770000000000000,1
807,1296500000000000000,1
808,1263790000000000000,1
809,1326260000000000000,2
810,1280000000000000000,2
811,1350000000000000000,0
812,1318954959057149952,2
813,1268301700605129984,2
814,1266131865141939968,1
815,1354654991055660032,1
816,1350820000000000000,2
817,1330790000000000000,1
818,1333017654085499904,1
819,1321643074259279872,1
820,1354192852331470080,1
821,1354180000000000000,1
822,1352300000000000000,1
823,1250000000000000000,1
824,1248730000000000000,2
825,1300000000000000000,2
826,1304450000000000000,0
827,1300350000000000000,1
828,1276230000000000000,1
829,1351530000000000000,1
830,1345290000000000000,1
831,1352250000000000000,1
832,1301171118993149952,0
833,1330000000000000000,1
834,1252670000000000000,1
835,1266370293297070080,2
836,1260000000000000000,1
837,1321830000000000000,1
838,1275080000000000000,1
839,1351248186883660032,1
840,1309690000000000000,1
841,1330000000000000000,1
842,1340000000000000000,2
843,1338510000000000000,2
844,1348700000000000000,2
845,1350220000000000000,1
846,1255320000000000000,1
847,1320000000000000000,2
848,1306410000000000000,2
849,1340000000000000000,1
850,1230000000000000000,1
851,1334527816218589952,2
852,1286190000000000000,2
853,1329210000000000000,2
854,1260152218138880000,1
855,1280000000000000000,2
856,1352700000000000000,1
857,1344736653559049984,1
858,1340240000000000000,1
859,1343950000000000000,1
860,1327060000000000000,1
861,1342995680420379904,2
862,1280000000000000000,2
863,1330000000000000000,1
864,1261276168847670016,1
865,1242500000000000000,1
866,1246310000000000000,2
867,1330000000000000000,2
868,1261360000000000000,1
869,1261963231637250048,2
870,1277430000000000000,2
871,1340000000000000000,2
872,1249951041354959872,0
873,1332158961047409920,2
874,1350000000000000000,1
875,1311920000000000000,2
876,1340000000000000000,0
877,1277770000000000000,0
878,1320000000000000000,0
879,1338610000000000000,2
880,1288600000000000000,2
881,1344360000000000000,1
882,1306360000000000000,1
883,1257520000000000000,2
884,1290000000000000000,2
885,1258890000000000000,2
886,1280510000000000000,1
887,1260000000000000000,0
888,1330000000000000000,2
889,1351580000000000000,0
890,1354070000000000000,1
891,1268920000000000000,1
892,1341292471070850048,2
893,1350000000000000000,2
894,1325780000000000000,1
895,1260000000000000000,0
896,1340600000000000000,0
897,1329160000000000000,0
898,1319340000000000000,1
899,1263730000000000000,2
900,1317589087650380032,1
901,1354958199045019904,1
902,1355480000728849920,1
903,1353310000000000000,0
904,1300000000000000000,1
905,1291707715526569984,0
906,1314794347481659904,1
907,1285200865310269952,0
908,1340000000000000000,1
909,1352220000000000000,1
910,1235937297025070080,1
911,1264534085336209920,1
912,1349506853563109888,1
913,1326098350115000064,2
914,1260830000000000000,0
915,1325090000000000000,2
916,1255230000000000000,2
917,1349427698217600000,1
918,1352640000000000000,2
919,1300000000000000000,2
920,1265776087612760064,1
921,1344491825562749952,0
922,1340000000000000000,1
923,1300000000000000000,0
924,1306220000000000000,2
925,1298790000000000000,0
926,1330550000000000000,0
927,1341210000000000000,0
928,1328610000000000000,2
929,1310000000000000000,2
930,1260000000000000000,0
931,1330000000000000000,1
932,1301024994512849920,1
933,1338648191223419904,2
934,1349754339472989952,1
935,1328138030914240000,2
936,1337310381899980032,2
937,1281770000000000000,2
938,1327400000000000000,1
939,1336413858957839872,2
940,1249680000000000000,2
941,1313430000000000000,1
942,1281317600757050112,1
943,1329370000000000000,1
944,1261450000000000000,2
945,1341520997980150016,1
946,1280000000000000000,0
947,1341483721363470080,2
948,1320000000000000000,1
949,1338720000000000000,1
950,1310000000000000000,1
951,1338390425967729920,2
952,1348737949907739904,2
953,1350000000000000000,2
954,1278040000000000000,2
955,1255465208266530048,2
956,1321670000000000000,0
957,1260000000000000000,1
958,1336106493968410112,1
959,1310150000000000000,1
960,1290000000000000000,0
961,1326744513520480000,2
962,1326850000000000000,2
963,1353624723582670080,0
964,1280000000000000000,1
965,1334680000000000000,2
966,1290000000000000000,1
967,1355257264597329920,2
968,1268810000000000000,1
969,1339410000000000000,2
970,1256480000000000000,2
971,1340730000000000000,0
972,1337600000000000000,1
973,1336252100804809984,0
974,1356345755976539904,2
975,1260000000000000000,0
976,1285260000000000000,0
977,1300000000000000000,1
978,1310000000000000000,2
979,1270480000000000000,1
980,1356260000000000000,1
981,1340380000000000000,1
982,1350000000000000000,2
983,1336640413424379904,0
984,1340283360971790080,2
985,1340000000000000000,2
986,1285590000000000000,2
987,1346644594734340096,1
988,1352350000000000000,1
989,1354770000000000000,0
990,1330000000000000000,1
991,1288500452884090112,1
992,1340000000000000000,1
993,1307690000000000000,1
994,1265420000000000000,2
995,1281250000000000000,1
996,1340000000000000000,1
997,1251260000000000000,2
998,1340000000000000000,0
999,1340000000000000000,2
1000,1276380000000000000,2
1001,1301660000000000000,0
1002,1350000000000000000,2
1003,1240880000000000000,1
1004,1340397112488549888,2
1005,1340000000000000000,0
1006,1325018740954690048,2
1007,1341390000000000000,1
1008,1259696422284209920,2
1009,1341500000000000000,1
1010,1350000000000000000,1
1011,1284551948688150016,1
1012,1271819548111429888,0
1013,1325985807367340032,2
1014,1320000000000000000,0
1015,1276900391091940096,1
1016,1310000000000000000,0
1017,1337559881763729920,1
1018,1270753092628290048,1
1019,1256470000000000000,1
1020,1276948379327759872,2
1021,1337460000000000000,0
1022,1300191195247840000,1
1023,1300000000000000000,2
1024,1337660960559940096,1
1025,1280000000000000000,2
1026,1270000000000000000,0
1027,1334227868486929920,1
1028,1352680000000000000,1
1029,1340080000000000000,2
1030,1338595171756169984,2
1031,1351879309888270080,2
1032,1356110348127000064,2
1033,1281250000000000000,0
1034,1282570000000000000,0
1035,1351870000000000000,2
1036,1257650000000000000,1
1037,1270000000000000000,2
1038,1330853088673080064,2
1039,1240000000000000000,1
1040,1301150000000000000,2
1041,1340000000000000000,0
1042,1354600000000000000,0
1043,1310000000000000000,1
1044,1322452414557929984,2
1045,1347280000000000000,1
1046,1248320000000000000,1
1047,1256000000000000000,1
1048,1340000000000000000,1
1049,1325967678104849920,1
1050,1354328550606680064,2
1051,1349617252056890112,1
1052,1294193014131180032,1
1053,1259645953985750016,1
1054,1300911095780179968,1
1055,1257876531612979968,2
1056,1329774825410279936,2
1057,1331419828989680128,1
1058,1342266383816480000,1
1059,1304497606886749952,1
1060,1296798065626579968,1
1061,1249393412677210112,1
1062,1273644378041580032,1
1063,1261433380085750016,1
1064,1336663971735209984,0
1065,1321834754245760000,2
1066,1353093496748580096,2
1067,1340556362191820032,1
1068,1355282653306609920,1
1069,1325912032818980096,1
1070,1281688899190949888,0
1071,1257765080046990080,2
1072,1339539123435130112,1
1073,1346874439993090048,1
1074,1355177175973029888,2
1075,1243849549887620096,1
1076,1322243392005420032,2
1077,1350504562197730048,0
1078,1337401049829829888,1
1079,1327364788947719936,0
1080,1258300887530860032,2
1081,1325778844373149952,2
1082,1292534170661659904,1
1083,1352713833715000064,2
1084,1261402860106939904,1
1085,1338541492743280128,2
1086,1289561202578710016,1
1087,1245610905124999936,1
1088,1347236941792760064,1
1089,1312662432377200128,1
1090,1337359016767480064,1
1091,1255934047588519936,1
1092,1354368688724430080,1
1093,1279076807740989952,1
1094,1323404361956019968,2
1095,1280054914392090112,1
1096,1269298214164979968,1
1097,1350972204482220032,1
1098,1240392309637870080,2
1099,1326030300573540096,1
1100,1343655401804410112,1
1101,1301893634921509888,1
1102,1325783530111109888,2
1103,1352677730702289920,1
1104,1355245586509949952,0
1105,1325956176773789952,1
1106,1239185319074959872,1
1107,1346424048926949888,1
1108,1316082547097570048,0
1109,1328965029857779968,2
1110,1306496278919089920,0
1111,1325884132845509888,1
1112,1344503214981440000,1
1113,1349390594867670016,1
1114,1285574527401949952,1
1115,1355531323121799936,0
1116,1338553310760950016,1
1117,1350381264021329920,0
1118,1311037549318609920,0
1119,1347881300019930112,1
1120,1330219883360039936,1
1121,1329841992281580032,2
1122,1277186119830929920,1
1123,1253381608834550016,2
1124,1337886756616669952,1
1125,1343784533942919936,1
1126,1298348598963219968,2
1127,1285296957397839872,2
1128,1344876630418720000,1
1129,1351516496678299904,1
1130,1333403048757129984,1
1131,1336901342040760064,2
1132,1328517515253829888,0
1133,1261337311230360064,1
1134,1304715990031379968,1
1135,1262201237484829952,0
1136,1284843316174030080,1
1137,1252702568301629952,1
1138,1283514247293600000,1
1139,1347200668382210048,1
1140,1329890271635630080,1
1141,1328331807977159936,0
1142,1314739879754990080,1
1143,1340785388504450048,1
1144,1328478476429629952,1
1145,1319006213246510080,1
1146,1304113528270269952,0
1147,1335826675976839936,0
1148,1308375713838500096,0
1149,1290747268325420032,0
1150,1254272914557410048,1
